Trans_Dt,Description,Amt,Amt_Rounded,Amt_Invested,Compounding_Days,Compounded_Amt,cumSumCompoundedAmt
2017-03-24,UBER US MAR24 HS4C2 HELP.800-5928996  CA,5.0,5.0,0.0,282,0.0,40.294926191258284
2017-03-24,NORDSTROM DIRECT #0808   888-282-6060 IA,99.9,100.0,0.09999999999999432,282,0.11637726925693408,40.41130346051522
2017-03-24,RESERVOIR WINE & SPIRITS BRIGHTON     MA,35.69,36.0,0.3100000000000023,282,0.3607695346965188,40.77207299521174
2017-03-25,TAVERN IN THE SQUARE     ALLSTON      MA,30.5,31.0,0.5,281,0.5815734765796636,41.3536464717914
2017-03-25,TAVERN IN THE SQUARE     ALLSTON      MA,14.5,15.0,0.5,281,0.5815734765796636,41.93521994837106
2017-03-25,UBER   US MAR24 Z7643    HELP.UBER.COMCA,6.01,6.0,-0.009999999999999787,281,-0.011631469531593025,41.92358847883947
2017-03-25,UBER TECHNOLOGIES INC    866-576-1039 CA,4.57,5.0,0.4299999999999997,281,0.5001531898585104,42.42374166869798
2017-03-26,MADDIES CITY CONVENIENCE BRIGHTON     MA,10.97,11.0,0.02999999999999936,280,0.03487564650593768,42.45861731520392
2017-03-29,WPY*261 Fearless         855-469-3729 CA,10.45,11.0,0.5500000000000007,277,0.6383560470086092,43.09697336221252
2017-03-30,RESERVOIR WINE & SPIRITS BRIGHTON     MA,36.18,37.0,0.8200000000000003,276,0.9512191053627276,44.04819246757525
2017-03-30,PINO'S CORP              BRIGHTON     MA,19.25,20.0,0.75,276,0.8700174744171285,44.91820994199237
2017-03-30,LANSDOWNE PUB            BOSTON       MA,30.0,30.0,0.0,276,0.0,44.91820994199237
2017-03-31,UBER TECHNOLOGIES INC    866-576-1039 CA,11.24,12.0,0.7599999999999998,275,0.8811436776029585,45.79935361959533
2017-03-31,UBER TECHNOLOGIES INC    866-576-1039 CA,2.37,3.0,0.6299999999999999,275,0.730421732749821,46.52977535234515
2017-04-01,TAVERN IN THE SQUARE     ALLSTON      MA,33.0,33.0,0.0,274,0.0,46.52977535234515
2017-04-01,UBER US APR01 IQBZZ HELP.800-5928996  CA,8.74,9.0,0.2599999999999998,274,0.301281808809446,46.8310571611546
2017-04-02,TAVERN IN THE SQUARE     ALLSTON      MA,32.5,33.0,0.5,273,0.579076567424168,47.410133728578764
2017-04-02,UBER TECHNOLOGIES INC    866-576-1039 CA,3.18,4.0,0.8199999999999998,273,0.9496855705756354,48.3598192991544
2017-04-02,UBER TECHNOLOGIES INC    866-576-1039 CA,5.35,6.0,0.6500000000000004,273,0.7527995376514188,49.11261883680582
2017-04-04,AGOROS BOSTON            BRIGHTON     MA,18.0,18.0,0.0,271,0.0,49.11261883680582
2017-04-05,7-ELEVEN 32467           BRIGHTON     MA,3.4,4.0,0.6000000000000001,270,0.6937715913073381,49.80639042811316
2017-04-05,TILT*COMMENCEMENTBALLB   HTTPSWWW.TILTCA,54.59,55.0,0.4099999999999966,270,0.4740772540600104,50.280467682173175
2017-04-06,EL PELON TAQUERIA        BRIGHTON     MA,8.03,9.0,0.9700000000000006,269,1.1209943434213165,51.40146202559449
2017-04-07,UBER TECHNOLOGIES INC    866-576-1039 CA,5.7,6.0,0.2999999999999998,268,0.3465128675726348,51.747974893167125
2017-04-07,UBER TECHNOLOGIES INC    866-576-1039 CA,20.03,21.0,0.9699999999999989,268,1.1203916051515184,52.86836649831864
2017-04-07,RESERVOIR WINE & SPIRITS BRIGHTON     MA,45.97,46.0,0.030000000000001137,268,0.03465128675726481,52.90301778507591
2017-04-08,MBTA RESERVOIR           BROOKLINE    MA,9.0,9.0,0.0,267,0.0,52.90301778507591
2017-04-08,BC ROBSHAM THEATER       617-552-4002 MA,162.5,163.0,0.5,267,0.5772109231768704,53.48022870825278
2017-04-08,TAVERN IN THE SQUARE     ALLSTON      MA,14.5,15.0,0.5,267,0.5772109231768704,54.05743963142965
2017-04-08,RESERVOIR WINE & SPIRITS BRIGHTON     MA,42.97,43.0,0.030000000000001137,267,0.03463265539061353,54.09207228682027
2017-04-09,AMAZON MKTPLACE PMTS     AMAZON MKTPLAWA,103.91,104.0,0.09000000000000341,266,0.10384210212512776,54.1959143889454
2017-04-09,UBER TECHNOLOGIES INC    866-576-1039 CA,9.12,10.0,0.8800000000000008,266,1.0153449985567673,55.21125938750217
2017-04-09,UBER TECHNOLOGIES INC    866-576-1039 CA,6.08,7.0,0.9199999999999999,266,1.06149704394571,56.272756431447874
2017-04-10,AMAZON MKTPLACE PMTS     AMAZON MKTPLAWA,15.81,16.0,0.1899999999999995,265,0.21910434379937319,56.49186077524725
2017-04-10,BOSTON COLLEGE EMARKET   617-552-0789 MA,12.0,12.0,0.0,265,0.0,56.49186077524725
2017-04-11,ARAMARK FENWAY PARK      BOSTON       MA,9.5,10.0,0.5,264,0.5762803562599628,57.06814113150721
2017-04-11,ARAMARK FENWAY PARK      BOSTON       MA,10.75,11.0,0.25,264,0.2881401781299814,57.35628130963719
2017-04-11,LANSDOWNE PUB            BOSTON       MA,16.0,16.0,0.0,264,0.0,57.35628130963719
2017-04-14,TAVERN IN THE SQUARE     ALLSTON      MA,12.5,13.0,0.5,261,0.5753512895828324,57.93163259922002
2017-04-14,TAVERN IN THE SQUARE     ALLSTON      MA,17.0,17.0,0.0,261,0.0,57.93163259922002
2017-04-15,Spotify USA              646-8375380  NY,4.99,5.0,0.009999999999999787,260,0.011500838673178183,57.9431334378932
2017-04-15,UBER   US APR15 VK7YF    HELP.UBER.COMCA,8.47,9.0,0.5299999999999994,260,0.609544449678456,58.55267788757166
2017-04-15,MCDONALD'S F26788        BOSTON       MA,8.11,9.0,0.8900000000000006,260,1.0235746419128808,59.57625252948454
2017-04-20,LANSDOWNE PUB            BOSTON       MA,12.0,12.0,0.0,255,0.0,59.57625252948454
2017-04-20,AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,4.99,5.0,0.009999999999999787,255,0.011469952945543493,59.58772248243009
2017-04-21,UBER   US APR21 6L6AP    HELP.UBER.COMCA,7.98,8.0,0.019999999999999574,254,0.022927571520920696,59.61065005395101
2017-04-21,UBER   US APR21 S77NW    HELP.UBER.COMCA,3.79,4.0,0.20999999999999996,254,0.2407395009696724,59.85138955492069
2017-04-22,UBER   US APR22 UQ7TJ    HELP.UBER.COMCA,3.96,4.0,0.040000000000000036,253,0.04583048756544283,59.89722004248613
2017-04-22,RED SOX WINDOW TICKETS   BOSTON       MA,10.0,10.0,0.0,253,0.0,59.89722004248613
2017-04-22,RESERVOIR WINE & SPIRITS BRIGHTON     MA,5.54,6.0,0.45999999999999996,253,0.527050607002592,60.424270649488726
2017-04-22,TAVERN IN THE SQUARE     ALLSTON      MA,17.0,17.0,0.0,253,0.0,60.424270649488726
2017-04-22,BLEACHER BAR             BOSTON       MA,11.0,11.0,0.0,253,0.0,60.424270649488726
2017-04-23,UBER TECHNOLOGIES INC    866-576-1039 CA,5.24,6.0,0.7599999999999998,252,0.870311061571044,61.29458171105977
2017-04-23,JIMS RESTAURANT & DELI   BRIGHTON     MA,9.1,10.0,0.9000000000000004,252,1.0306315202815002,62.32521323134127
2017-04-23,TAVERN IN THE SQUARE     ALLSTON      MA,17.0,17.0,0.0,252,0.0,62.32521323134127
2017-04-23,"VARIETY GAMES, INC.      800-229-3939 UT",4.95,5.0,0.04999999999999982,252,0.05725730668230534,62.382470538023576
2017-04-25,APL* ITUNES.COM/BILL     866-712-7753 CA,10.56,11.0,0.4399999999999995,250,0.5033226071339776,62.88579314515755
2017-04-26,7-ELEVEN 32467           BRIGHTON     MA,3.08,4.0,0.9199999999999999,249,1.0518359576017187,63.93762910275927
2017-04-26,UBER US APR25 BHFJV HELP.800-5928996  CA,3.4,4.0,0.6000000000000001,249,0.6859799723489471,64.62360907510822
2017-04-26,7-ELEVEN 32467           BRIGHTON     MA,5.34,6.0,0.6600000000000001,249,0.7545779695838419,65.37818704469205
2017-04-28,UBER TECHNOLOGIES INC    866-576-1039 CA,5.61,6.0,0.3899999999999997,247,0.44540762029263986,65.8235946649847
2017-04-28,UBER TECHNOLOGIES INC    866-576-1039 CA,3.02,4.0,0.98,247,1.1192294048379163,66.9428240698226
2017-04-28,UBER   US APR28 WHTHS    HELP.UBER.COMCA,20.51,21.0,0.48999999999999844,247,0.5596147024189564,67.50243877224156
2017-04-29,TAVERN IN THE SQUARE     ALLSTON      MA,16.0,16.0,0.0,246,0.0,67.50243877224156
2017-04-29,TAVERN IN THE SQUARE     ALLSTON      MA,22.0,22.0,0.0,246,0.0,67.50243877224156
2017-04-30,UBER   US APR30 VRV7O    HELP.UBER.COMCA,3.57,4.0,0.43000000000000016,245,0.4905624943088783,67.99300126655044
2017-04-30,UBER US APR29 ZL2GE HELP.800-5928996  CA,6.79,7.0,0.20999999999999996,245,0.23957703210433579,68.23257829865477
2017-04-30,UBER   US APR29 KASJE    HELP.UBER.COMCA,4.19,5.0,0.8099999999999996,245,0.9240828381167234,69.15666113677149
2017-04-30,TAVERN IN THE SQUARE     ALLSTON      MA,15.0,15.0,0.0,245,0.0,69.15666113677149
2017-05-01,UBER   US APR30 S2SVM    HELP.UBER.COMCA,4.76,5.0,0.2400000000000002,244,0.27365510387611897,69.43031624064761
2017-05-03,EATALY BOSTON RESTAURANT BOSTON       MA,84.55,85.0,0.45000000000000284,242,0.512551695461367,69.94286793610898
2017-05-04,UBER   US MAY03 7IO26    HELP.UBER.COMCA,4.33,5.0,0.6699999999999999,241,0.7627222018751068,70.70559013798409
2017-05-04,PARKING METERS PIL       BOSTON       MA,0.5,1.0,0.5,241,0.5691956730411245,71.27478581102521
2017-05-04,RESERVOIR WINE & SPIRITS BRIGHTON     MA,82.45,83.0,0.5499999999999972,241,0.6261152403452337,71.90090105137044
2017-05-05,The White Horse Tavern   Allston      MA,5.0,5.0,0.0,240,0.0,71.90090105137044
2017-05-05,UBER   US MAY05 M7WFY    HELP.UBER.COMCA,4.47,5.0,0.5300000000000002,240,0.603023004493086,72.50392405586352
2017-05-05,LYFT   *RIDE THU 10PM    LYFT.COM     CA,3.56,4.0,0.43999999999999995,240,0.5006228716546371,73.00454692751816
2017-05-06,UBER TECHNOLOGIES INC    866-576-1039 CA,2.18,3.0,0.8199999999999998,239,0.9324773422507849,73.93702426976895
2017-05-06,UBER TECHNOLOGIES INC    866-576-1039 CA,5.0,5.0,0.0,239,0.0,73.93702426976895
2017-05-07,UBER TECHNOLOGIES INC    866-576-1039 CA,2.92,3.0,0.08000000000000007,238,0.09092448450183116,74.02794875427078
2017-05-07,TAVERN IN THE SQUARE     ALLSTON      MA,6.0,6.0,0.0,238,0.0,74.02794875427078
2017-05-07,TAVERN IN THE SQUARE     ALLSTON      MA,7.0,7.0,0.0,238,0.0,74.02794875427078
2017-05-09,UBER   US MAY09 CACHP    HELP.UBER.COMCA,2.9,3.0,0.10000000000000009,236,0.11353341738136932,74.14148217165216
2017-05-09,HAND SURGERY PC          NEWTON       MA,15.0,15.0,0.0,236,0.0,74.14148217165216
2017-05-09,HAND SURGERY PC          NEWTON       MA,5.0,5.0,0.0,236,0.0,74.14148217165216
2017-05-10,JIMS RESTAURANT & DELI   BRIGHTON     MA,22.15,23.0,0.8500000000000014,235,0.9645151664862227,75.10599733813838
2017-05-10,CVS/PHARMACY #01889      BRIGHTON     MA,4.24,5.0,0.7599999999999998,235,0.8623900312112093,75.96838736934959
2017-05-10,UBER   US MAY10 EQJ6I    HELP.UBER.COMCA,6.48,7.0,0.5199999999999996,235,0.5900563371445112,76.5584437064941
2017-05-10,UBER TECHNOLOGIES INC    866-576-1039 CA,6.35,7.0,0.6500000000000004,235,0.7375704214306401,77.29601412792475
2017-05-11,OLD NAVY US 5767         WATERTOWN    MA,18.0,18.0,0.0,234,0.0,77.29601412792475
2017-05-11,MARSHALLS #0100          WATERTOWN    MA,22.98,23.0,0.019999999999999574,234,0.02268227209938346,77.31869640002414
2017-05-11,LANSDOWNE PUB            BOSTON       MA,16.0,16.0,0.0,234,0.0,77.31869640002414
2017-05-12,UBER TECHNOLOGIES INC    866-576-1039 CA,4.68,5.0,0.3200000000000003,233,0.362721220067546,77.68141762009168
2017-05-12,AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,21.9,22.0,0.10000000000000142,233,0.11335038127110962,77.79476800136278
2017-05-12,UBER   US MAY12 LMSNW    HELP.UBER.COMCA,9.69,10.0,0.3100000000000005,233,0.3513861819404354,78.14615418330322
2017-05-12,ALLEN EDMONDS ECOMMERCE  262-235-2385 WI,377.33,378.0,0.6700000000000159,233,0.7594475545164417,78.90560173781967
2017-05-13,TAVERN IN THE SQUARE     ALLSTON      MA,17.0,17.0,0.0,232,0.0,78.90560173781967
2017-05-14,RESERVOIR WINE & SPIRITS BRIGHTON     MA,9.99,10.0,0.009999999999999787,231,0.01132285211641149,78.91692458993607
2017-05-14,MBTA RESERVOIR           BROOKLINE    MA,4.5,5.0,0.5,231,0.5661426058205865,79.48306719575666
2017-05-14,AMELIA'S TAQUERIA 3      Boston       MA,10.76,11.0,0.2400000000000002,231,0.27174845079388177,79.75481564655054
2017-05-14,UBER TECHNOLOGIES INC    866-576-1039 CA,9.58,10.0,0.41999999999999993,231,0.47555978888929257,80.23037543543984
2017-05-14,UBER TECHNOLOGIES INC    866-576-1039 CA,8.82,9.0,0.17999999999999972,231,0.20381133809541083,80.43418677353525
2017-05-14,UBER TECHNOLOGIES INC    866-576-1039 CA,3.48,4.0,0.52,231,0.58878831005341,81.02297508358866
2017-05-14,DUNKIN #339670       Q35 CHESTNUT HILLMA,5.49,6.0,0.5099999999999998,231,0.577465457936998,81.60044054152566
2017-05-15,Spotify USA              646-8375380  NY,4.99,5.0,0.009999999999999787,230,0.011316764024768696,81.61175730555043
2017-05-15,ALG*AIR     6YFY6D       702-505-8888 NV,78.0,78.0,0.0,230,0.0,81.61175730555043
2017-05-15,UBER   US MAY15 7VUTI    HELP.UBER.COMCA,12.0,12.0,0.0,230,0.0,81.61175730555043
2017-05-15,UBER   US MAY15 6BDS5    HELP.UBER.COMCA,8.1,9.0,0.9000000000000004,230,1.0185087622292048,82.63026606777963
2017-05-15,CASK N FLAGON            BOSTON       MA,13.83,14.0,0.16999999999999993,230,0.19238498842107185,82.8226510562007
2017-05-15,CASK N FLAGON            BOSTON       MA,23.4,24.0,0.6000000000000014,230,0.6790058414861379,83.50165689768684
2017-05-15,DELTA AIR   0062383071863DELTA.COM    CA,186.8,187.0,0.19999999999998863,230,0.2263352804953659,83.7279921781822
2017-05-15,VIRGIN AMER 9842150660898SAN FRANCISCOCA,151.2,152.0,0.8000000000000114,230,0.9053411219815278,84.63333330016373
2017-05-16,RESERVOIR WINE & SPIRITS BRIGHTON     MA,23.72,24.0,0.28000000000000114,229,0.3166990177843054,84.95003231794803
2017-05-16,COOGANS                  BOSTON       MA,9.56,10.0,0.4399999999999995,229,0.49766988508962023,85.44770220303765
2017-05-16,DUNKIN #339670       Q35 CHESTNUT HILLMA,3.72,4.0,0.2799999999999998,229,0.3166990177843039,85.76440122082195
2017-05-17,UBER TECHNOLOGIES INC    866-576-1039 CA,8.12,9.0,0.8800000000000008,228,0.9948045940880714,86.75920581491002
2017-05-17,UBER   US MAY17 NEMR7    HELP.UBER.COMCA,7.82,8.0,0.17999999999999972,228,0.20348275788165046,86.96268857279166
2017-05-18,UBER US MAY18 W6HPC HELP.800-5928996  CA,23.56,24.0,0.4400000000000013,227,0.49713485287567644,87.45982342566734
2017-05-19,BRIGHTON CELLAR AND GOURMBRIGHTON     MA,13.99,14.0,0.009999999999999787,226,0.011292444375162934,87.4711158700425
2017-05-20,TWELVE HOURS             BRIGHTON     MA,11.89,12.0,0.10999999999999943,225,0.12415009896530711,87.5952659690078
2017-05-21,UBER   US MAY21 HNT3R    HELP.UBER.COMCA,10.53,11.0,0.47000000000000064,224,0.5301742953283173,88.12544026433612
